Index,Annual Event #,Metric Interval Event #,Start,Finish,Component Type,Object Name,Inducing Object,Protective Device,Desired Fault type,Fault Type,Number customers affected,Secondary number of customers affected,Location,Meters Affected,Cause
886,77,77,2000-10-22 17:17:00,2000-10-22 17:19:00,overhead_line,68298,RandEvent,F7508,TLG,DLG-BC,14,0,-102.763673593 32.9949362669,node62463074975T62463014050 node62463130850T62463130794 node62463128092T62463188978 node62463188749T62463188832 node62474202147T62474202166 node62474208243T62474208138 node62463139865T62463139950 node62463020936T62463020868 node62463189387T62463189482 node62463000855T62463000829 node62462172359T62462172379 node62474206893T62474207830 node62474181058T62474181036 node62474182629T62474182678,bird
887,78,78,2000-10-22 22:50:00,2000-10-22 22:52:00,overhead_line,17106,RandEvent,F5187,TLG,SLG-B,8,0,-102.758826239 32.9891975266,node62463128092T62463188978 node62463186398T62463185453 node62463028401T62463028430 node62463133906T62463072031 node62474211556T62474211583 node62463019285T62463019253 node62463079175T62463079127 node62474182051T62463002948,bird
888,79,79,2000-10-24 08:48:00,2000-10-24 08:50:00,overhead_line,19560,RandEvent,F7508,TLG,DLG-BC,14,0,-102.764642147 32.9922018929,node62463133009T62463132037 node62463027798T62463027880 node62463079175T62463079127 node62474181058T62474181036 node62474208243T62474208138 node62474202454T62474202471 node62463025237T62463024257 node62474213353T62474213347 node62462059675T62463000610 node62474182051T62463002948 node62462057439T62462057478 node62474202679T62474202791 node62463002869T62463003904 node62462168493T62462169442,bird
889,80,80,2000-10-26 06:29:00,2000-10-26 06:31:00,overhead_line,16092,RandEvent,F6171,TLG,SLG-B,6,0,-102.758245532 32.9885552968,node62463075194T62463075133 node62474204990T62474204859 node62463021167T62463021200 node62474202046T62463022999 node62462058915T62462058961 node62474211335T62474211356,bird
890,81,81,2000-10-26 11:22:00,2000-10-26 11:24:00,overhead_line,19284,RandEvent,F7508,TLG,TLG,30,0,-102.759834437 32.9917468633,node62463026977T62463026955 node62463027798T62463027880 node62462229510T62462229436 node62474182499T62474182459 node62463190800T62463189781 node62462238928T62462237996 node62462227630T62462227535 node62463014628T62463014734 node62474212215T62474212237 node62462059793T62462059787 node62474144036T62474204979 node62474146040T62474206947 node62462057439T62462057478 node62474202046T62463022999 node62462231679T62462231679 node62474203443T62474203356 node62474180317T62474180356 node62463186398T62463185453 node62474204552T62474204575 node62463019498T62463019467 node62463016038T62463016077 node62462168493T62462169442 node62463133906T62463072031 node62474211556T62474211583 node62462100389T62462101338 node62463121169T62463121197 node62462222990T62462222900 node62474207930T62474207936 node62463133009T62463132037 node62463074975T62463014050,bird
891,82,82,2000-10-26 18:04:00,2000-10-26 18:06:00,overhead_line,17035,RandEvent,F5187,TLG,TLG,30,0,-102.759612688 32.9885435236,node62462173273T62462173272 node62462231679T62462231679 node62474202258T62474202360 node62463026977T62463026955 node62462226475T62462227457 node62463021455T62463021550 node62474203981T62474203987 node62463190800T62463189781 node62462178343T62462178321 node62463024800T62463023775 node62463188901T62463187888 node62474196191T62474197105 node62463002869T62463003904 node62463014628T62463014734 node62463186718T62463186742 node62463132482T62463132499 node62463075332T62463075357 node62463133761T62463133761 node62474204023T62474203073 node62474202953T62474202989 node62463139865T62463139950 node62462225428T62462224580 node62463019058T62463019150 node62462219940T62462219856 node62463016539T62463016634 node62463121169T62463121197 node62474144036T62474204979 node62462058558T62462057585 node62474206706T62474206724 node62463134548T62463134578,bird
892,83,83,2000-10-26 19:43:00,2000-10-26 19:45:00,overhead_line,18674,RandEvent,F7167,TLG,SLG-A,10,0,-102.758380402 32.9910370889,node62463026977T62463026955 node62463075332T62463075357 node62474202679T62474202791 node62474181335T62474180389 node62462234942T62462233960 node62462221747T62462222618 node62463016900T62463016837 node62463186398T62463185453 node62463073088T62463074161 node62462161131T62462161089,bird
893,84,84,2000-10-26 22:51:00,2000-10-26 22:53:00,overhead_line,19574,RandEvent,F5187,TLG,TLG,30,0,-102.764088873 32.9925832686,node62474207930T62474207936 node62463074197T62463074165 node62462222990T62462222900 node62463016900T62463016837 node62474202147T62474202166 node62463014628T62463014734 node62463123162T62463123126 node62462231414T62462230473 node62462219940T62462219856 node62462238928T62462237996 node62463021455T62463021550 node62462059308T62462058491 node62463001766T62463001769 node62463028401T62463028430 node62463017062T62463017045 node62462237962T62462237964 node62463027798T62463027880 node62463024800T62463023775 node62463019768T62463020860 node62462059542T62463000511 node62463128092T62463188978 node62463189387T62463189482 node62462110050T62462110060 node62463022298T62463022289 node62462232691T62462232564 node62462166430T62462166454 node62463019285T62463019253 node62463032835T62463032849 node62474206532T62474206505 node62474212387T62474212358,bird
894,85,85,2000-10-27 00:55:00,2000-10-27 00:57:00,overhead_line,17699,RandEvent,R1182,TLG,TLG,192,0,-102.761033475 32.9896732474,node62463000855T62463000829 node62462238928T62462237996 node62463028720T62463028740 node62474213353T62474213347 node62473238040T62473238073 node62474205151T62474205022 node62463030909T62474210056 node62462225428T62462224580 node62462173273T62462173272 node62462222990T62462222900 node62463139865T62463139950 node62462100205T62462100224 node62463016038T62463016077 node62463133009T62463132037 node62462163909T62462162948 node62474202258T62474202360 node62462101209T62462101267 node62463012543T62463012540 node62462223811T62462223734 node62463025237T62463024257 node62463019285T62463019253 node62462229510T62462229436 node62463079175T62463079127 node62474204990T62474204859 node62462219940T62462219856 node62463001804T62463001814 node62462225969T62462166024 node62463075332T62463075357 node62473238221T62473238126 node62474208819T62474208904 node62474182499T62474182459 node62462178343T62462178321 node62462091125T62462091135 node62474212215T62474212237 node62463021167T62463021200 node62463019498T62463019467 node62474181623T62474181695 node62463074798T62463074775 node62463074197T62463074165 node62463019768T62463020860 node62462057439T62462057478 node62462100389T62462101338 node62463134548T62463134578 node62463072245T62463072330 node62463123162T62463123126 node62463190694T62463190598 node62463186398T62463185453 node62474209432T62474209464 node62474207056T62474207085 node62462226602T62462226538 node62474144036T62474204979 node62474146040T62474206947 node62474207119T62474207223 node62463018228T62463018249 node62463121169T62463121197 node62474215045T62474214083 node62474181058T62474181036 node62462229732T62462229741 node62463001627T62463000688 node62474211556T62474211583 node62474202147T62474202166 node62463022298T62463022289 node62473239131T62473239069 node62463018503T62463017479 node62463188901T62463187888 node62474202354T62474202362 node62463017349T62463017451 node62462166430T62462166454 node62474204748T62474204749 node62462059675T62463000610 node62474211060T62463031930 node62474205692T62474206624 node62474202454T62474202471 node62463132202T62463131250 node62463028401T62463028430 node62474203572T62474203566 node62474181335T62474180389 node62462232961T62462233819 node62474207559T62474207612 node62462059308T62462058491 node62474202650T62474202681 node62462057655T62462057695 node62463016539T62463016634 node62462157141T62462156117 node62463073088T62463074161 node62463018993T62463018961 node62462221928T62462221998 node62462227630T62462227535 node62462231529T62462231545 node62462219692T62462220516 node62474201080T62463022938 node62462172377T62462172490 node62463133906T62463072031 node62463020936T62463020868 node62463017062T62463017045 node62463078953T62463078922 node62463132895T62463133818 node62462232691T62462232564 node62462059542T62463000511 node62474197221T62474197215 node62474204552T62474204575 node62474182629T62474182678 node62462235664T62462235631 node62462169230T62462169245 node62474212387T62474212358 node62463128092T62463188978 node62462172359T62462172379 node62463074975T62463014050 node62463027895T62463028953 node62474202555T62474202581 node62474206893T62474207830 node62463190800T62463189781 node62462239978T62463120010 node62463013707T62463013737 node62463133761T62463133761 node62462059793T62462059787 node62474195151T62474196103 node62463130850T62463130794 node62462229319T62462228465 node62462236984T62462236981 node62462110050T62462110060 node62474196191T62474197105 node62474206532T62474206505 node62474196319T62474196353 node62474203981T62474203987 node62474202046T62463022999 node62462221747T62462222618 node62474182051T62463002948 node62474203871T62474203769 node62462161131T62462161089 node62474204371T62474204354 node62463020586T62463020670 node62474181469T62474181497 node62463024800T62463023775 node62462169487T62462169469 node62462058744T62462058764 node62463185287T62463186324 node62463193561T62463193504 node62462237962T62462237964 node62463019058T62463019150 node62474180317T62474180356 node62463075194T62463075133 node62474211335T62474211356 node62463022720T62463022676 node62462231679T62462231679 node62463016405T62463015557 node62474206706T62474206724 node62462234942T62462233960 node62474181379T62474181443 node62474195011T62474196023 node62463016900T62463016837 node62463013691T62463013576 node62463019437T62463019414 node62474202679T62474202791 node62463027798T62463027880 node62474208243T62474208138 node62463021455T62463021550 node62474207489T62474207437 node62462231414T62462230473 node62463186718T62463186742 node62463189387T62463189482 node62463132482T62463132499 node62463032835T62463032849 node62474204023T62474203073 node62463001766T62463001769 node62463024844T62463025910 node62463002869T62463003904 node62462058915T62462058961 node62463016251T62463016201 node62474205893T62474206824 node62462057863T62462058873 node62473238255T62473238283 node62463076992T62463076899 node62462168493T62462169442 node62462226475T62462227457 node62463026977T62463026955 node62463000348T62463000400 node62474202953T62474202989 node62463186691T62463186577 node62463129089T62463129146 node62462174083T62462174081 node62463188749T62463188832 node62463021692T62463021663 node62462058558T62462057585 node62463124065T62463124087 node62473239194T62474180122 node62462168810T62462168870 node62474207930T62474207936 node62474195268T62474196213 node62462170679T62462170743 node62474203443T62474203356 node62463014628T62463014734,bird
895,86,86,2000-10-27 03:48:00,2000-10-27 03:50:00,overhead_line,19683,RandEvent,F6171,TLG,TLG,17,0,-102.764824518 32.9922502341,node62463190800T62463189781 node62474205692T62474206624 node62463002869T62463003904 node62474203871T62474203769 node62462221928T62462221998 node62474181469T62474181497 node62462231679T62462231679 node62463018503T62463017479 node62474202953T62474202989 node62462172377T62462172490 node62474208243T62474208138 node62462058558T62462057585 node62463193561T62463193504 node62462232961T62462233819 node62463134548T62463134578 node62463025237T62463024257 node62462229732T62462229741,bird
896,87,87,2000-10-27 05:43:00,2000-10-27 05:45:00,overhead_line,17212,RandEvent,F7516,TLG,SLG-B,1,0,-102.75810906 32.9894231562,node62463133009T62463132037,bird
897,88,88,2000-10-27 08:54:00,2000-10-27 08:56:00,overhead_line,17212,RandEvent,F5187,TLG,TLG,30,0,-102.75810906 32.9894231562,node62474206532T62474206505 node62474202650T62474202681 node62474207559T62474207612 node62463018503T62463017479 node62474195011T62474196023 node62463193561T62463193504 node62463132895T62463133818 node62474203443T62474203356 node62474181469T62474181497 node62463002869T62463003904 node62474205151T62474205022 node62474182629T62474182678 node62463121169T62463121197 node62474202555T62474202581 node62462157141T62462156117 node62463019498T62463019467 node62462231414T62462230473 node62463000855T62463000829 node62463132202T62463131250 node62463139865T62463139950 node62474208243T62474208138 node62463019768T62463020860 node62462100389T62462101338 node62474215045T62474214083 node62463021692T62463021663 node62463129089T62463129146 node62474204748T62474204749 node62463072245T62463072330 node62474209432T62474209464 node62462226475T62462227457,bird
898,89,89,2000-10-27 13:41:00,2000-10-27 13:43:00,overhead_line,16882,RandEvent,F7508,TLG,SLG-A,16,0,-102.757803174 32.988298189,node62463190694T62463190598 node62474212215T62474212237 node62463129089T62463129146 node62463130850T62463130794 node62473238040T62473238073 node62463014628T62463014734 node62474196319T62474196353 node62462059675T62463000610 node62463078953T62463078922 node62474195011T62474196023 node62462172359T62462172379 node62463027895T62463028953 node62462229319T62462228465 node62474205692T62474206624 node62474211335T62474211356 node62462057439T62462057478,bird
899,90,90,2000-10-27 21:58:00,2000-10-27 22:00:00,overhead_line,19573,RandEvent,F7508,TLG,SLG-A,16,0,-102.761035021 32.9927997374,node62462168493T62462169442 node62462058558T62462057585 node62463014628T62463014734 node62474181469T62474181497 node62474202650T62474202681 node62462237962T62462237964 node62462231679T62462231679 node62463078953T62463078922 node62463132202T62463131250 node62474202354T62474202362 node62462157141T62462156117 node62474182629T62474182678 node62463188749T62463188832 node62462058915T62462058961 node62463132482T62463132499 node62474208819T62474208904,bird
900,91,91,2000-10-27 22:54:00,2000-10-27 22:56:00,overhead_line,18094,RandEvent,F7508,TLG,DLG-BC,14,0,-102.759153305 32.98983341,node62462236984T62462236981 node62463001627T62463000688 node62463017062T62463017045 node62462219692T62462220516 node62462057439T62462057478 node62463021455T62463021550 node62463027895T62463028953 node62474202147T62474202166 node62462059675T62463000610 node62463078953T62463078922 node62463013707T62463013737 node62463075332T62463075357 node62463028720T62463028740 node62474204748T62474204749,bird
